	question	class
1087	můžeš mi říct definici průmyslového vzoru?	41
1088	Můžete mi dát definici průmyslového vzoru?	41
1089	můžeš mi dát definici průmyslového vzoru?	41
1090	rešerše pro ověření novosti průmyslového vzoru	42
1091	ověření novosti průmyslového vzoru	42
1092	novost průmyslového vzoru	42
1093	rešerše průmyslového vzoru	42
1094	databáze pro rešerši průmyslových vzorů	42
1095	Jak  lze provést rešerši průmyslového vzoru?	42
1096	Kde lze provést rešerši průmyslového vzoru?	42
1097	Jak  můžu provést rešerši průmyslového vzoru?	42
1098	Kde můžu provést rešerši průmyslového vzoru?	42
1099	Jak  mohu provést rešerši průmyslového vzoru?	42
1100	Kde mohu provést rešerši průmyslového vzoru?	42
1101	Jak  se může provést rešerši průmyslového vzoru?	42
1102	Kde se může provést rešerši průmyslového vzoru?	42
1103	Jak  lze  udělat rešerši průmyslového vzoru?	42
1104	Kde lze  udělat rešerši průmyslového vzoru?	42
1105	Jak  můžu  udělat rešerši průmyslového vzoru?	42
1106	Kde můžu  udělat rešerši průmyslového vzoru?	42
1107	Jak  mohu  udělat rešerši průmyslového vzoru?	42
1108	Kde mohu  udělat rešerši průmyslového vzoru?	42
1109	Jak  se může udělat rešerši průmyslového vzoru?	42
1110	Kde se může udělat rešerši průmyslového vzoru?	42
1111	Jak  lze  provedu rešerši průmyslového vzoru?	42
1112	Kde lze  provedu rešerši průmyslového vzoru?	42
1113	Jak  můžu  provedu rešerši průmyslového vzoru?	42
1114	Kde můžu  provedu rešerši průmyslového vzoru?	42
1115	Jak  mohu  provedu rešerši průmyslového vzoru?	42
1116	Kde mohu  provedu rešerši průmyslového vzoru?	42
1117	Jak  se může provedu rešerši průmyslového vzoru?	42
1118	Kde se může provedu rešerši průmyslového vzoru?	42
1119	Jak  lze  udělám rešerši průmyslového vzoru?	42
1120	Kde lze  udělám rešerši průmyslového vzoru?	42
1121	Jak  můžu  udělám rešerši průmyslového vzoru?	42
1122	Kde můžu  udělám rešerši průmyslového vzoru?	42
1123	Jak  mohu  udělám rešerši průmyslového vzoru?	42
1124	Kde mohu  udělám rešerši průmyslového vzoru?	42
1125	Jak  se může udělám rešerši průmyslového vzoru?	42
1126	Kde se může udělám rešerši průmyslového vzoru?	42
1127	odkaz pro ověření novosti průmyslového vzoru	42
1128	zdroje pro ověření novosti průmyslového vzoru	42
1129	objednávka rešerše průmyslového vzoru úřadem	42
1130	Kolik stojí zpracování rešerše průmyslového vzoru?	42
1131	Jaký je poplatek za zpracování rešerše průmyslového vzoru?	42
1132	rešeršní služby Úřadu k průmyslovým vzorům	42
1133	zahraniční databáze průmyslových vzorů pro rešerši	42
1134	formulář pro objednání rešerše průmyslového vzoru úřadem	42
1135	formulář objednávky rešerše průmyslového vzoru úřadem	42
1136	poplatek za podání přihlášky průmyslového vzoru	43
1137	poplatek za přijetí přihlášky průmyslového vzoru	43
1138	poplatek za přihlášku průmyslového vzoru	43
1139	sleva na poplatku při podání přihlášky průmyslového vzoru elektronicky	43
1140	sleva na poplatek při elektronickém podání přihlášky průmyslového vzoru	43
1141	sleva na poplatku při elektronickém podání přihlášky průmyslového vzoru	43
1142	poplatek za hromadnou přihlášku průmyslového vzoru	43
1143	poplatek za přijetí hromadné přihlášky průmyslového vzoru	43
1144	Existuje poplatek za každý další průmyslový vzor v přihlášce?	43
1145	Platí se poplatek za každý další průmyslový vzor v přihlášce?	43
1146	Jak je možné uhradit správní poplatek za podání přihlášky průmyslového vzoru?	43
1147	Jak lze uhradit správní poplatek za podání přihlášky průmyslového vzoru?	43
1148	Jak můžu uhradit správní poplatek za podání přihlášky průmyslového vzoru?	43
1149	Jak mohu uhradit správní poplatek za podání přihlášky průmyslového vzoru?	43
1150	Jak je možné  zaplatit správní poplatek za podání přihlášky průmyslového vzoru?	43
1151	Jak lze  zaplatit správní poplatek za podání přihlášky průmyslového vzoru?	43
1152	Jak můžu  zaplatit správní poplatek za podání přihlášky průmyslového vzoru?	43
1153	Jak mohu zaplatit správní poplatek za podání přihlášky průmyslového vzoru?	43
1154	Jaký hradí poplatek za přihlášku průmyslového vzoru?	43
1155	Jaký se hradí poplatek za přihlášku průmyslového vzoru?	43
1156	Který hradí poplatek za přihlášku průmyslového vzoru?	43
1157	Který se hradí poplatek za přihlášku průmyslového vzoru?	43
1158	Jak hradí poplatek za přihlášku průmyslového vzoru?	43
1159	Jak se hradí poplatek za přihlášku průmyslového vzoru?	43
1160	Jaký  platí poplatek za přihlášku průmyslového vzoru?	43
1161	Jaký se  platí poplatek za přihlášku průmyslového vzoru?	43
1162	Který  platí poplatek za přihlášku průmyslového vzoru?	43
1163	Který se  platí poplatek za přihlášku průmyslového vzoru?	43
1164	Jak  platí poplatek za přihlášku průmyslového vzoru?	43
1165	Jak se platí poplatek za přihlášku průmyslového vzoru?	43
1166	Jaký  mám zaplatit poplatek za přihlášku průmyslového vzoru?	43
1167	Jaký se  mám zaplatit poplatek za přihlášku průmyslového vzoru?	43
1168	Který  mám zaplatit poplatek za přihlášku průmyslového vzoru?	43
1169	Který se  mám zaplatit poplatek za přihlášku průmyslového vzoru?	43
1170	Jak  mám zaplatit poplatek za přihlášku průmyslového vzoru?	43
1171	Jak se mám zaplatit poplatek za přihlášku průmyslového vzoru?	43
1172	Jaký  zaplatit poplatek za přihlášku průmyslového vzoru?	43
1173	Jaký se  zaplatit poplatek za přihlášku průmyslového vzoru?	43
1174	Který  zaplatit poplatek za přihlášku průmyslového vzoru?	43
1175	Který se  zaplatit poplatek za přihlášku průmyslového vzoru?	43
1176	Jak  zaplatit poplatek za přihlášku průmyslového vzoru?	43
1177	Jak se zaplatit poplatek za přihlášku průmyslového vzoru?	43
1178	Jaký  uhradit poplatek za přihlášku průmyslového vzoru?	43
1179	Jaký se  uhradit poplatek za přihlášku průmyslového vzoru?	43
1180	Který  uhradit poplatek za přihlášku průmyslového vzoru?	43
1181	Který se  uhradit poplatek za přihlášku průmyslového vzoru?	43
1182	Jak  uhradit poplatek za přihlášku průmyslového vzoru?	43
1183	Jak se uhradit poplatek za přihlášku průmyslového vzoru?	43
1184	doba ochrany průmyslového vzoru	43
1185	trvání ochrany průmyslového vzoru	43
1186	Kolik se platí  zapsaného průmyslového vzoru	43
1187	Jaký je poplatek za zapsaného průmyslového vzoru	43
1188	Kolik se platí  obnova zapsaného průmyslového vzoru	43
1189	Jaký je poplatek za obnova zapsaného průmyslového vzoru	43
1190	Kolik se platí  obnovu zapsaného průmyslového vzoru	43
1191	Jaký je poplatek za obnovu zapsaného průmyslového vzoru	43
1192	Kolik se platí  prodloužení zapsaného průmyslového vzoru	43
1193	Jaký je poplatek za prodloužení zapsaného průmyslového vzoru	43
1194	Kolik se platí  zápisu průmyslového vzoru	43
1195	Jaký je poplatek za  zápisu průmyslového vzoru	43
1196	Kolik se platí  obnova  zápisu průmyslového vzoru	43
1197	Jaký je poplatek za obnova  zápisu průmyslového vzoru	43
1198	Kolik se platí  obnovu  zápisu průmyslového vzoru	43
1199	Jaký je poplatek za obnovu  zápisu průmyslového vzoru	43
1200	Kolik se platí  prodloužení zápisu průmyslového vzoru	43
1201	Jaký je poplatek za prodloužení zápisu průmyslového vzoru	43
1202	udržování průmyslového vzoru v platnosti	43
1203	udržovací poplatek pro průmyslový vzor	43
1204	Kde mohu najít rešeršní databázi průmyslových vzorů?	44
1205	Kde je rešeršní databázi průmyslových vzorů?	44
1206	Kde najdu rešeršní databázi průmyslových vzorů?	44
1207	Kde můžu najít rešeršní databázi průmyslových vzorů?	44
1208	Co obsahuje databáze průmyslových vzorů?	44
1209	Jaké informace obsahuje databáze průmyslových vzorů?	44
1210	Co obsahuje česká databáze průmyslových vzorů?	44
1211	Jaké informace obsahuje česká databáze průmyslových vzorů?	44
1212	Jsou v databázi průmyslových vzorů zapsané také průmyslové vzory z Úřadu Evropské unie pro duševní vlastnictví?	44
1213	Kde lze najít mezinárodní průmyslové vzory platné na území České republiky?	44
1214	Kde je možné najít mezinárodní průmyslové vzory platné na území České republiky?	44
1215	Kde jsou mezinárodní průmyslové vzory platné na území České republiky?	44
1216	Kde najdu mezinárodní průmyslové vzory platné na území České republiky?	44
1217	odkazy na zahraniční databáze průmyslových vzorů	44
1218	Co je EUIPO ?	44
1219	Co znamená EUIPO ?	44
1220	Co je  WIPO ?	44
1221	Co znamená WIPO ?	44
1222	Co je  VIPO?	44
1223	Co znamená VIPO?	44
1224	Co je databáze Hague ?	44
1225	Co znamená databáze Hague ?	44
1226	Co najdu v databáze Hague ?	44
1227	Co je  databázi Hague ?	44
1228	Co znamená  databázi Hague ?	44
1229	Co najdu v databázi Hague ?	44
1230	Co je databáze  Hág ?	44
1231	Co znamená databáze  Hág ?	44
1232	Co najdu v databáze  Hág ?	44
1233	Co je  databázi Hág ?	44
1234	Co znamená  databázi Hág ?	44
1235	Co najdu v databázi Hág ?	44
1236	Co je databáze  Hague Express ?	44
1237	Co znamená databáze  Hague Express ?	44
1238	Co najdu v databáze  Hague Express ?	44
1239	Co je  databázi Hague Express ?	44
1240	Co znamená  databázi Hague Express ?	44
1241	Co najdu v databázi Hague Express ?	44
1242	Co je databáze  Hág Express?	44
1243	Co znamená databáze  Hág Express?	44
1244	Co najdu v databáze  Hág Express?	44
1245	Co je  databázi Hág Express?	44
1246	Co znamená  databázi Hág Express?	44
1247	Co najdu v databázi Hág Express?	44
1248	Jaké průmyslové vzory mohou na území České republiky platit?	44
1249	Kde mohu dohledat mezinárodní průmyslové vzory?	44
1250	Kde najdu mezinárodní průmyslové vzory?	44
1251	Kde lze najít mezinárodní průmyslové vzory?	44
1252	Kde lze dohledat mezinárodní průmyslové vzory?	44
1253	Kde je možné najít mezinárodní průmyslové vzory?	44
1254	Kde je možné dohledat mezinárodní průmyslové vzory?	44
1255	Jaké průmyslové vzory mohu nalézt na stránkách Úřadu?	44
1256	Jaké průmyslové vzory jsou na stránkách Úřadu?	44
1257	Jaké průmyslové vzory lze najít na stránkách Úřadu?	44
1258	Jaké průmyslové vzory je možné najít na stránkách Úřadu?	44
1259	Jak podat objednávku rešerše průmyslového vzoru u Úřadu?	45
1260	Kde podat objednávku rešerše průmyslového vzoru u Úřadu?	45
1261	Jak  objednat rešerši průmyslového vzoru u Úřadu?	45
1262	Kde objednat rešerši průmyslového vzoru u Úřadu?	45
1263	rešerše průmyslového vzoru úřadem	45
1264	rešerše průmyslových vzorů úřadem	45
1265	objednávka rešerše průmyslového vzoru	45
1266	rešeršní služby úřadu pro průmyslové vzory	45
1267	Co je rešeršním výstupem u průmyslových vzorů?	45
1268	Jaký je způsob odesílání objednávky na rešeršní služby?	45
1269	Co představuje tematická rešerše ?	45
1270	Co je tematická rešerše ?	45
1271	Co znamená tematická rešerše ?	45
1272	Co představuje  jmenná rešerše ?	45
1273	Co je  jmenná rešerše ?	45
1274	Co znamená jmenná rešerše ?	45
1275	Co představuje  číselná rešerše ?	45
1276	Co je  číselná rešerše ?	45
1277	Co znamená číselná rešerše ?	45
1278	Co představuje  rešerše na právní stav?	45
1279	Co je  rešerše na právní stav?	45
1280	Co znamená rešerše na právní stav?	45
1281	Jak dlouho trvá zpracování rešerše průmyslového vzoru?	45
1282	Kolik stojí rešerši průmyslového vzoru?	45
1283	Jaký je poplatek za rešerši průmyslového vzoru?	45
1284	rešeršních služby Úřadu k průmyslovým vzorům	45
1285	ochrana průmyslového vzoru v zahraničí	46
1286	přihlášení průmyslového vzoru v zahraničí	46
1287	přihláška průmyslového vzoru v zahraničí	46
1288	podání průmyslového vzoru v zahraničí	46
1289	podání přihlášky průmyslového vzoru v zahraničí	46
1290	možnosti ochrany průmyslového vzoru v cílových státech	46
1291	možnosti ochrany průmyslového vzoru v zahraničí	46
1292	Jaké úřady jsou odpovědné za ochranu průmyslového vzoru v zahraničí?	46
1293	Jaké úřady řeší ochranu průmyslového vzoru v zahraničí?	46
1294	Jaké úřady mají na starosti ochranu průmyslového vzoru v zahraničí?	46
1295	Je možné získat ochranu průmyslového vzoru v celém území EU ?	46
1296	Co když chci získat ochranu průmyslového vzoru v celém území EU ?	46
1297	Mohu získat ochranu průmyslového vzoru v celém území EU ?	46
1298	Můžu získat ochranu průmyslového vzoru v celém území EU ?	46
1299	Lze získat ochranu průmyslového vzoru v celém území EU ?	46
1300	Mohl bych získat ochranu průmyslového vzoru v celém území EU ?	46
1301	Jakou cestou získat ochranu průmyslového vzoru v celém území EU ?	46
1302	Jak získat ochranu průmyslového vzoru v celém území EU ?	46
1303	Je možné získat ochranu průmyslového vzoru v celém území Evropské unie?	46
1304	Co když chci získat ochranu průmyslového vzoru v celém území Evropské unie?	46
1305	Mohu získat ochranu průmyslového vzoru v celém území Evropské unie?	46
1306	Můžu získat ochranu průmyslového vzoru v celém území Evropské unie?	46
1307	Lze získat ochranu průmyslového vzoru v celém území Evropské unie?	46
1308	Mohl bych získat ochranu průmyslového vzoru v celém území Evropské unie?	46
1309	Jakou cestou získat ochranu průmyslového vzoru v celém území Evropské unie?	46
1310	Jak získat ochranu průmyslového vzoru v celém území Evropské unie?	46
1311	Kde mohu najít informacíe o průmyslovém vlastnictví v EU ?	46
1312	Kde najdu informacíe o průmyslovém vlastnictví v EU ?	46
1313	Kde lze najít informacíe o průmyslovém vlastnictví v EU ?	46
1314	Kde jsou informacíe o průmyslovém vlastnictví v EU ?	46
1315	Kde mohu najít informacíe o průmyslovém vlastnictví v Evropské unii?	46
1316	Kde najdu informacíe o průmyslovém vlastnictví v Evropské unii?	46
1317	Kde lze najít informacíe o průmyslovém vlastnictví v Evropské unii?	46
1318	Kde jsou informacíe o průmyslovém vlastnictví v Evropské unii?	46
1319	Co je Haagský systém?	46
1320	mezinárodní přihláška podle Haagského systému	46
1321	pomoc při přihlašování průmyslového vzoru v zahraničí	46
1322	průmyslový vzor v zahraničí	46
1323	ochrana průmyslových vzorů v státech Beneluxu	46
1324	průmyslové vzory v Beneluxu	46
1325	Benelux a průmyslové vzory	46
1326	Jak dlouho trvá ochrana průmyslového vzoru?	47
1327	Jaká je doba ochrany průmyslového vzoru?	47
1328	doba trvání ochrany zapsaného průmyslového vzoru	47
1329	Kolikrát může být ochrana průmyslového vzoru obnovována ?	47
1330	Jak dlouho může být ochrana průmyslového vzoru obnovována ?	47
1331	Kolikrát může být ochrana průmyslového vzoru prodlužována?	47
1332	Jak dlouho může být ochrana průmyslového vzoru prodlužována?	47
1333	prodloužení ochrany průmyslového vzoru	47
1334	obnova ochrany průmyslového vzoru	47
1335	Kdy podat žádost o obnovu průmyslového vzoru?	47
1336	Jak podat žádost o obnovu průmyslového vzoru?	47
1337	Kdy podat žádost o obnovu ochrany průmyslového vzoru?	47
1338	Jak podat žádost o obnovu ochrany průmyslového vzoru?	47
1339	Je podání žádosti o obnovu doby ochrany průmyslového vzoru zpoplatněno?	47
1340	poplatek za obnovu  průmyslového vzoru	47
1341	poplatek za prodloužení průmyslového vzoru	47
1342	poplatek za obnovu  ochrany průmyslového vzoru	47
1343	poplatek za prodloužení ochrany průmyslového vzoru	47
1344	právo přednosti u přihlašovatele průmyslového vzoru	47
1345	Jaká je maximální doba ochrany průmyslového vzoru?	47
1346	Jak se ochrana průmyslového vzoru prodlužuje ?	47
1347	Jak se ochrana průmyslového vzoru obnovuje?	47
1348	proces obnovy ochrany pro průmyslový vzor	47
1349	Co je mezi průmyslově ochráněnými výrobky?	48
1350	Co je výrobek?	48
1351	Co se rozumí výrobkem?	48
1352	Co je výrobkem?	48
1353	Co se dá označit jako výrobek v právní ochraně průmyslových vzorů?	48
1354	Co se dá označit jako výrobek v kontextu průmyslových vzorů?	48
1355	Co se dá označit jako výrobek u průmyslových vzorů?	48
1356	"Jaká je definice ""výrobku"" v právní ochraně  průmyslových vzorů?"	48
1357	"Jaká je definice ""výrobku"" v kontextu právní ochrany  průmyslových vzorů?"	48
1358	"Jaká je definice ""výrobku"" u průmyslových vzorů?"	48
1359	Jaké součástky může obsahovat průmyslově vyrobený výrobek?	48
1360	složený výrobek	48
1361	jak je definován složený výrobek	48
1362	co je složený výrobek	48
1363	průmyslový výrobek	48
1364	Jak se žádá o zápis průmyslového vzoru do rejstříku?	49
1365	Jak mám pořádat o zápis průmyslového vzoru do rejstříku?	49
1366	Jak požadat o zápis průmyslového vzoru do rejstříku?	49
1367	Jak podat žádost o zápis průmyslového vzoru do rejstříku?	49
1368	možnosti podání přihlášky průmyslového vzoru	49
1369	elektronicky vyplnitelné formuláře pro přihlášku průmyslového vzoru	49
1370	Je možné podat přihlášku průmyslového vzoru online?	49
1371	Mohu podat přihlášku průmyslového vzoru poštou?	49
1372	Lze podat přihlášku průmyslového vzoru poštou?	49
1373	Je možné podat přihlášku průmyslového vzoru poštou?	49
1374	pomoc pro přihlášku průmyslového vzoru	50
1375	odborné zastoupení pro přihlášku průmyslového vzoru	50
1376	pomoc pro podání přihlášky průmyslového vzoru	50
1377	odborné zastoupení pro podání přihlášky průmyslového vzoru	50
1378	Existují advokátní kanceláře, které se zabývají průmyslovými vzory?	50
1379	právní zastoupení pro žadatele o průmyslový vzor	50
1380	právní zastoupení pro přihlášku průmyslový vzor	50
1381	právní zastoupení pro podání přihlášky průmyslový vzor	50
1382	právní zastoupení pro žadatele o  průmyslového vzoru	50
1383	právní zastoupení pro přihlášku  průmyslového vzoru	50
1384	právní zastoupení pro podání přihlášky průmyslového vzoru	50
1385	Kdo mě může zastupovat při podávání přihlášky průmyslového vzoru?	50
1386	Kdo mi může pomoci při podávání přihlášky průmyslového vzoru?	50
1387	náležitosti přihlášky průmyslového vzoru	51
1388	Jak se podává přihláška průmyslového vzoru?	51
1389	kam se podává přihláška průmyslového vzoru?	51
1390	jednoduchá přihláška průmyslového vzoru	51
1391	hromadná přihláška průmyslového vzoru	51
1392	Jak přihlásit více průmyslových vzorů?	51
1393	Jaký je postup podání přihlášky pro průmyslový vzor?	51
1394	podání přihlášky průmyslového vzoru	51
1395	žádost o zápis průmyslového vzoru	51
1396	přílohy přihlášky průmyslového vzoru	51
1397	podlohy přihlášky průmyslového vzoru	51
1398	vyobrazení průmyslového vzoru	51
1399	Kdo může podat přihlášku průmyslového vzoru?	52
1400	Kdo je oprávněn podat přihlášku průmyslového vzoru?	52
1401	průzkum přihlášky průmyslového vzoru	52
1402	věcný průzkum přihlášky průmyslového vzoru	52
1403	formální průzkum přihlášky průmyslového vzoru	52
1404	věcný  přezkum přihlášky průmyslového vzoru	52
1405	formální přezkum přihlášky průmyslového vzoru	52
1406	Jaké podmínky musí splňovat přihláška průmyslového vzoru?	52
1407	Jaký je postup zápisu průmyslového vzoru do rejstříku?	52
1408	Jak lze vymazat průmyslový vzor z rejstříku?	53
1409	Jak je možné vymazat průmyslový vzor z rejstříku?	53
1410	Jak můžu vymazat průmyslový vzor z rejstříku?	53
1411	Jak můžeme vymazat průmyslový vzor z rejstříku?	53
1412	výmaz průmyslového vzoru	53
1413	Kdo může podat návrh na výmaz průmyslového vzoru?	53
1414	Kdo je opávněn podat návrh na výmaz průmyslového vzoru?	53
1415	Co se stane po výmazu průmyslového vzoru z rejstříku?	53
1416	Co nastane po výmazu průmyslového vzoru z rejstříku?	53
1417	formulář pro podání návrhu na výmaz průmyslového vzoru	53
1418	důsledky výmazu průmyslového vzoru	53
1419	Kolik stojí podání návrhu na výmaz průmyslového vzoru?	53
1420	Kolik zaplatím za podání návrhu na výmaz průmyslového vzoru?	53
1421	Jaký je poplatek za podání návrhu na výmaz průmyslového vzoru?	53
1422	úplný výmaz průmyslového vzoru	53
1423	částečný výmaz průmyslového vzoru	53
1424	rozsah výmazu průmyslového vzoru	53
1425	pomoc s výmazem průmyslového vzoru	53
1426	pomoc s žádostí na výmaz průmyslového vzoru	53
1427	Jaké jsou možnosti výmazu průmyslového vzoru?	53
1428	Kde mohu nalézt databázi patentů a užitných vzorů?	54
1429	Kde najdu databázi patentů a užitných vzorů?	54
1430	Kde je databázi patentů a užitných vzorů?	54
1431	Kde najít databázi patentů a užitných vzorů?	54
1432	Existuje databáze patentů a užitných vzorů?	54
1433	Je možné najít online databázi udělených patentů a užitných vzorů?	54
1434	Kde najít online databázi udělených patentů a užitných vzorů?	54
1435	Je možné  najdu online databázi udělených patentů a užitných vzorů?	54
1436	Kde najdu online databázi udělených patentů a užitných vzorů?	54
1437	databáze patentů a užitných vzorů	54
1438	databáze užitných vzorů	54
1439	databáze patentů	54
1440	seznam evropských patentů platných na území ČR	54
1441	patentová rešerše na Úřadu	55
1442	patentová rešerše úřadem	55
1443	Jak mohu objednat patentovou rešeršní službu Úřadu?	55
1444	Jak objednám patentovou rešeršní službu Úřadu?	55
1445	Jaký je postup pro objednání patentové rešerše Úřadu?	55
1446	Jak postupovat pro objednání patentové rešerše Úřadu?	55
1447	Co dělat pro objednání patentové rešerše Úřadu?	55
1448	Jak  lze podat objednávku na patentovou rešerši?	55
1449	Kam  lze podat objednávku na patentovou rešerši?	55
1450	Jakým způsobem lze podat objednávku na patentovou rešerši?	55
1451	Jak  můžu podat objednávku na patentovou rešerši?	55
1452	Kam  můžu podat objednávku na patentovou rešerši?	55
1453	Jakým způsobem můžu podat objednávku na patentovou rešerši?	55
1454	Jak  mohu podat objednávku na patentovou rešerši?	55
1455	Kam  mohu podat objednávku na patentovou rešerši?	55
1456	Jakým způsobem mohu podat objednávku na patentovou rešerši?	55
1457	Jak  mám podat objednávku na patentovou rešerši?	55
1458	Kam  mám podat objednávku na patentovou rešerši?	55
1459	Jakým způsobem mám podat objednávku na patentovou rešerši?	55
1460	Jak dlouho trvá zpracování patentové rešerše úřadem?	55
1461	poplatek za patentovou rešerši	55
1462	poplatky za patentovou rešerši	55
1463	Jak se platí poplatek za patentovou rešerši?	55
1464	Kdy se platí poplatek za patentovou rešerši?	55
1465	formuář objednávky na patentovou rešerši úřadu	55
1466	objednávka na patentové rešeršní služby úřadu	55
1467	Můžu objednat patentovou rešerši e-mailem?	55
1468	Jak je možné přihlásit užitný vzor v zahraničí?	56
1469	Jak mohu přihlásit užitný vzor v zahraničí?	56
1470	Jak můžu přihlásit užitný vzor v zahraničí?	56
1471	Jak mám přihlásit užitný vzor v zahraničí?	56
1472	Existuje jednotný systém pro ochranu užitných vzorů v zahraničí?	56
1473	Existuje jednotný mezinárodní systém pro ochranu užitných vzorů v zahraničí?	56
1474	Existuje jednotný evropský systém pro ochranu užitných vzorů v zahraničí?	56
1475	informace o přihlašování užitných vzorů do zahraničí	56
1476	pomoc při podání užitného vzoru v zahraničí	56
1477	pomoc s přihláškou užitného vzoru v zahraničí	56
1478	zastupování při podávání užitných vzorů do zahraničí	56
1479	mezinárodní ochrana technických řešení pomocí užitných vzorů	56
1480	Jak dlouho platí zápis užitného vzoru?	57
1481	Jak dlouho platí registrace užitného vzoru?	57
1482	Jaké je maximální období platnosti zápisu užitného vzoru?	57
1483	Jaká je maximální období platnosti zápisu užitného vzoru?	57
1484	Jaké je maximální doba platnosti zápisu užitného vzoru?	57
1485	Jaká je maximální doba platnosti zápisu užitného vzoru?	57
1486	Kolik let je zápis užitného vzoru platný?	57
1487	Jak dlouho může být užitný vzor chráněn?	57
1488	Jak dlouho je užitný vzor chráněn?	57
1489	Je možné prodloužit dobu platnosti užitného vzoru?	57
1490	Je možné prodloužit dobu platnosti registrace užitného vzoru?	57
1491	Je možné prodloužit dobu platnosti zápisu užitného vzoru?	57
1492	Je možné pro prodloužení platnosti registrace užitného vzoru?	57
1493	Co se musí udělat pro prodloužení platnosti registrace užitného vzoru?	57
1494	Co udělat pro prodloužení platnosti registrace užitného vzoru?	57
1495	Je možné pro prodloužení platnosti zápisu užitného vzoru?	57
1496	Co se musí udělat pro prodloužení platnosti zápisu užitného vzoru?	57
1497	Co udělat pro prodloužení platnosti zápisu užitného vzoru?	57
1498	Jaký formulář potřebuji pro obnovu platnosti zápisu užitného vzoru?	57
1499	Jaký formulář je pro obnovu platnosti zápisu užitného vzoru?	57
1500	Jaký formulář potřebuji pro prodloužení platnosti zápisu užitného vzoru?	57
1501	Jaký formulář je pro prodloužení platnosti zápisu užitného vzoru?	57
1502	formulář pro obnovu platnosti zápisu užitného vzoru?	57
1503	formulář pro prodloužení platnosti zápisu užitného vzoru?	57
1504	platnost registrace užitného vzoru	57
1505	platnost zápisu užitného vzoru	57
1506	Jak lze chránit technické řešení?	58
1507	Jak je možné chránit technické řešení?	58
1508	Jak mohu chránit technické řešení?	58
1509	Jak můžu chránit technické řešení?	58
1510	Jakými způsoby lze chránit technické řešení?	58
1511	ochrana technického řešení	58
1512	Jaké jsou možnosti, pokud nechci zveřejnit své technické řešení?	58
1513	Co je výlučné právo k předmětu ochrany technického řešení ?	58
1514	Co znamená výlučné právo k předmětu ochrany technického řešení ?	58
1515	Co je výlučné právo k předmětu ochrany vynálezu?	58
1516	Co znamená výlučné právo k předmětu ochrany vynálezu?	58
1517	výučné právo k patentu	58
1518	výlučné právo k užitnému vzoru	58
1519	výučné právo k technickému řešení	58
1520	utajení technického řešení	58
1521	utajení vynálezu	58
1522	Co nastane , pokud je utajené technické řešení vyzrazeno?	58
1523	Co se stane, pokud je utajené technické řešení vyzrazeno?	58
1524	kvalifikované zveřejnění technického řešení	58
1525	kvalifikované zveřejnění vynálezu	58
1526	důsledky kvalifikovaného zveřejnění technického řešení	58
1527	důsledky kvalifikovaného zveřejnění vynálezu	58
1528	dohoda o utajování	58
1529	Jak lze zabránit konkurenci ve využití mého technického řešení?	58
1530	obchodní tajemství	58
1531	ochrana know-how	58
1532	Jak mohu podat přihlášku užitného vzoru?	59
1533	Kam mohu podat přihlášku užitného vzoru?	59
1534	Jak  podat přihlášku užitného vzoru?	59
1535	Kam podat přihlášku užitného vzoru?	59
1536	Jak  mám podat přihlášku užitného vzoru?	59
1537	Kam mám podat přihlášku užitného vzoru?	59
1538	Jak  můžu podat přihlášku užitného vzoru?	59
1539	Kam můžu podat přihlášku užitného vzoru?	59
1540	Je možné podání přihlášky užitného vzoru elektronicky?	59
1541	Můžu podání přihlášky užitného vzoru elektronicky?	59
1542	Mohu podání přihlášky užitného vzoru elektronicky?	59
1543	Jde podání přihlášky užitného vzoru elektronicky?	59
1544	Kdo může podat přihlášku užitného vzoru?	59
1545	Kdo je oprávněn podat přihlášku užitného vzoru?	59
1546	Může právnická osoba podat přihlášku užitného vzoru?	59
1547	formulář podání užitného vzoru	59
1548	formulář přihlášky užitného vzoru	59
1549	Je možné podat přihlášku užitného vzoru do datové schránky?	59
1550	Můžu podat přihlášku užitného vzoru do datové schránky?	59
1551	Mohu podat přihlášku užitného vzoru do datové schránky?	59
1552	Jde podat přihlášku užitného vzoru do datové schránky?	59
1553	pomoc s přihláškou užitného vzoru	60
1554	pomoc při přípravě přihlášky užitného vzoru	60
1555	náležitosti přihlášky užitného vzoru	60
1556	části přihlášky užitného vzoru	60
1557	součásti přihlášky užitného vzoru	60
1558	přílohy přihlášky užitného vzoru	60
1559	podlohy přihlášky užitného vzoru	60
1560	žádost o zápis užitného vzoru	60
1561	žádost o zapsání užitného vzoru	60
1562	žádost o registraci užitného vzoru	60
1563	Kde mohu najít formulář pro podání přihlášky užitného vzoru?	60
1564	Kde lze najít formulář pro podání přihlášky užitného vzoru?	60
1565	Kde je možné najít formulář pro podání přihlášky užitného vzoru?	60
1566	Kde můžu najít formulář pro podání přihlášky užitného vzoru?	60
1567	Jaké jsou části přihlášky užitného vzoru?	60
1568	popis technického řešení	60
1569	popis technického řešení v přihlášce užitného vzoru	60
1570	Co může být přílohou v přihlášce užitného vzoru?	60
1571	Co znamená priorita u užitného vzoru?	60
1572	Co znamená právo přednosti u užitného vzoru?	60
1573	název technického řešení	60
1574	název technického řešení užitného vzoru	60
1575	Jak lze vymazat užitný vzor?	61
1576	Jak je možné vymazat užitný vzor?	61
1577	Jak můžu vymazat užitný vzor?	61
